time,titlecount,summary,summlen
2017-07-18,26.0,"夜盤注意 外資持續減碼台指多單,盤勢膠著 台指期多頭不敢追價,6月營收勁 科技股補漲行情,台股 5日線 10446點 區間徘徊,陸需求點火 亞翔訂單滿手,投資情報站,ＭＳＣＩ觀風向 台股上看11000點,業成宸鴻認購放閃,宏觀智崴 四檔強強滾,穩懋全新 選逾兩個月,選擇權 偏多方,台指期 可望高檔結算,二檔低波動ETF 下月上市,高息股 可攻可守,12好漢 外資連十買,統一中小基金 半年賺20％,兩岸股市高收債 吸睛,亞洲小型股基金 分批進場,陸股基金 搭政策順風車,群益安家 動能強勁,台股基金十強 周漲5％,歐股躍全球吸金王,大立光引爆多頭浪潮 九檔高價股漲贏大盤,散戶參與行情 三招淘金,籌碼穩定 外資抱緊緊,台幣連二貶 短期區間震盪",322.0
2017-07-19,17.0,"基富通證券 手續費優惠,台指期 軋空結算 外資樂散戶哭,夜盤聚焦美國新屋經濟數據,股王新天價 大盤步步高升,陸鋼連日硬挺 台鋼鐵股打鐵趁熱,投資情報站,逾6成民眾估 下半年台股跌破萬點,景碩瑞儀認購搶眼,兆豐證券 明泰看旺 瞄準長天期,台指期 外資減碼多單,選擇權 布局買方,ＡＩ自駕車概念股 優選,GIS凱基6C購01 成交最熱權證,車電網通 題材發酵,元大期下月推結構型商品,14檔印度基金漲逾20％,元大高股息 退休理財好工具",216.0
2017-07-20,23.0,"台指期創高折回 趨堅橫移,台股10300點短撐 夜盤留意美歐動態,投信7月 最愛業績小金雞,台股多空交戰10500點,投資情報站,外資笑納1400億 可待 回注台股,股市會修正？樂觀指數轉弱,虛擬幣概念認購閃,創意智原 押價外15％內,A50期 資金撐腰,台指期 法人中性偏多,選擇權 有利多方,台塑化市值 直逼1兆元,雲端伺服器可布局,五強勢族群 衝關指標,國泰高科技 一周漲5.6％,華南永昌龍盈平衡 績優,醫療保健族群 續航力佳,台股平衡基金 淨值飆,國泰金調查 民眾看後市 信心兩極,台股五利多匯聚 挑戰高點,台灣50反1 散戶撤退,新台幣短期易貶難升",280.0
2017-07-21,22.0,"區間大震盪機率增 夜盤留意外資籌碼,空頭養氣 台指期防下測月線支撐,萬點推手 外資Q3仍愛台股,3王熄火 台股拚守月線,萬點亂象多：買認購權證搭除息行情 防高價倒貨,投資情報站,台積電發股息 引發匯市波動,聯電群聯 選逾二個月,微星群創 四檔來電,敦泰和碩 挑價外15％,選擇權 切勿追價,台指期 短線下檔有撐,金可緩步填息 後市可期,半導體電動車 長線看旺,雙低股拚補漲 法人挺,台股中小基金 可分批布局,新興亞股績效靚,台積十年發兆元 稱霸上市櫃,三特質…找出下個冠軍,外資匯出200億 台幣走貶,投報率…儒鴻贏大立光,台股驚驚漲 多頭格局不變",274.0
2017-07-22,21.0,"近一周 台股基金績效全亮 境外高唱中國強,短中多空膠著 等帶量突破,電子中小兵 蹲馬步,群聯威剛強勢 認購火,東陽台光電 押長天期,UL在台設物聯網檢測中心,ARVR自動化題材熱,利基中小股 動能強勁,聯想衝業績 概念股抗跌,要拿建照 還有兩道關卡,揮別山寨王 砸重金提升形象,慢牛行情接棒 今年旺季更旺,聯發科品牌夢受阻,搶市占失利 朱尚祖轉任顧問,台塑總部都更過關 價值500億,豪宅比鄰 坪價上看200萬,外資加碼 三檔最受寵,台股短線盤整 生技出頭,以權代股除權息 好處多,金融股第二波除息秀 來了,15檔FAAMG財報助威 喊衝",269.0
2017-07-23,29.0,"技術面未見敗象 仍可待驚驚漲,台股本周多空,台股怠速防熄火 守月線為先,月線若第5度守住 攻類股輪動,台股關鍵密碼…「3王5線」,大戶領股息 買房買保單,挑戰者 余萬益 選今國光錩新,挑戰者 劉彥良 鍾情全新倉佑,衛冕者 鄭廳宜青睞裕融廣明,群益金鼎證券,永豐金證券,周冠軍 郭哲榮 挑富驊能率豐,國泰綜合證券,郭哲榮 一檔大賺23％ 03,陸股ETF氣盛 紅透半邊天,元大台灣50反1 適度布局,三大硬體撐場 台股氣勢強,聯發科手機晶片 出貨恐衰退,物聯網部門 將併入絡達,海運雙雄Q3獲利揚帆,美國祭鋼筋反傾銷 台廠遭點名,主力鋼廠：不受影響,長榮前景俏 陽明拚轉盈,18檔權值股漲一成 當後盾,台股拚最長萬點 看三王五線,貨幣總計數拚黃金交叉,中華電遠傳法說 4G資費聚焦,未來一周大代誌,13檔火速填息 再賺價差",360.0
2017-07-24,22.0,"獲利了結賣壓 台指期 上攻有壓,長線利多 緩漲格局未變,台股量縮整理,智擎猛 上周看多第一,選擇權 保守看待,台指期 偏多預期降溫,蘋概ＩＣ設計 聚光,網通趨勢向上 智邦中磊補,十大熱門股 高價股占七檔,統一母以子貴 外資喊買,科技四族群 逢回加碼,短線預期中性偏多,亞太高息股 可攻可守,台股多空拉鋸 四族群嗆紅,台新投信 多路進擊 創新服務,十檔挖礦受惠股 淘金利器,技嘉世芯 買盤進駐,曜越雙鴻 出貨放量,微星撼訊 營收勁揚,景碩創意 獲利看俏,6月景氣有望亮綠燈,金融租稅減免 瞄準三大項",248.0
2017-07-25,22.0,"政策利多 大中華基金正夯,光學大軍衝刺 台股驚驚漲,投顧：台股留意月線關卡,曾巨威：炒作稅差 就為濟富,股市添活水 貨幣供給再現黃金交叉,股民實質稅率 低於外資,台郡台光電 押逾百天,元太期 偏多布局,台指期 外資加碼多單,高殖利率半導體 聚光,高券資比股 演軋空秀,不銹鋼族群 法人喊買,食品生技蘋概 強強滾,台新攜手MSCI ETF基金今開募,印度湧錢潮 帶旺亞股,布局Ａ股 首選長青基金,華南永昌物聯網 周漲5.7％,題材點火 光學股交易量飆,改革資本市場刻不容緩,國人投資台股占比 升高,金控大股東 加碼自家股,鏡頭需求爆發 光學廠擁抱四商機",275.0
2017-07-26,16.0,"台股換檔補漲 中小兵衝場,實質逆價差 台指期有下修風險,恐慌指數開低 夜盤聚焦美利率決議,中小兵當道 櫃買再創25個月新高,汽車零組件OEM廠 劍麟、巧新、倉佑踩油門,中鋼領軍 鋼鐵股演填息秀,金居聯茂認購放閃,選擇權 布局賣方,台指期 法人中性看待,Google利多 供應鏈沾光,電聲生物辨識 題材夯,十檔三線齊紅 法人買,大中華基金 績效翻紅,布局台股 鎖定隱形冠軍,發現台股投資價值 宣導講座迴響熱烈,港資押注 茅台股價衝500關",218.0
2017-07-27,18.0,"境內外 股票基金 拉美、亞股領先,台股 反彈拚盤堅 期權 夜盤可布局8月合約,3王回神 台指期 一路發再戰波段高,元大台灣50ETF 31日除息 0.7元現金股利,台股3把火 5線上萬點,金管會 擬推股票小面額交易,元大SP原油正2 搶眼,選擇權 中性偏多,台指期 外資減碼多單,證券借貸 證交所把關,力旺3.79元 強攻物聯網,十檔逆勢創高 攻堅指標,金融i8概念 聚焦,富邦推新ETF 瞄準歐股,台灣Smart Beta基金清算門檻擬降低,內資進場 櫃買交易火熱,換個方式玩 權證ETF躍新寵,上市櫃市值成長趨緩 隱憂",261.0
2017-07-28,18.0,"迎電子旺季 台股基金耀眼,Fed哼鴿 夜盤關注FOMC票委談話,周末恐颱？台指期昨盛今摔,台股懼高 可用反向ETF避險,投資情報站,樂了一天 台股又回測月線,美利率不變 台幣勁升,京鼎廣宇認購強強滾,友達群創 選逾兩個月,台積英業達 押長天期,大立光期 可留意,選擇權 有利多方,蘋概工具機後勁強,施俊吉力推逐筆交易制,電子股強勢 盤面亮點,企業全球競爭力 選股重點,歐元看升效應 新套利工具夯,台股雙利多 多頭喝蠻牛",209.0
2017-07-29,17.0,"長黑吞長陽 台指期修正壓力增,台股基金十強 技壓境外,法人賣超 類股 跌多漲少,汽車零組件後市俏,績優題材股 六檔聚焦,中美晶創意認購 有看頭,美財報概念股 大盤聚焦,中小股 短線先別碰,Q2季報贏家 法人力挺,義聯建廠 相中德州,一隻飛鷹 串起美台股市,川普發政策紅利…非去不可,夏普搭飛鷹 要反攻北美,鴻海威州廠員工 年薪163萬元,2,846億 台塑化美國路州設廠,專家看蘋概 逢回布局,15檔三線齊揚 法人追買",209.0
2017-07-30,30.0,"京鼎 今年每股拚13元,突破區間 就看科技股法說,台股本周多空,外資大砍多單 留意拉回風險,蘋果財報將揭曉 大型標的藏機會,台股萬點 本土資金卡位,振曜 轉型見效 營收衝高,挑戰者 郭哲榮 挑捷元慶豐富,永豐金證券,國泰綜合證券,群益金鼎證券,衛冕者鄭廳宜 鍾情裕融廣明,挑戰者 劉彥良 青睞華新亞光,周冠軍12零 很會挑余萬益看好金可昶洧,余萬益 一檔大賺19％ 03,油價反彈 正向ETF大進擊,元大台灣50反1 短打優選,布局藍籌30 參與除權息,移轉訂價 跨國查稅台資奔逃,英業達再吃蘋果 奪耳機大單,仁寶要當第二供應商,陸經濟好轉 原物料利多,蘋果財報將報佳音,概念股緊盯三看點,電子迎旺季 法人捧三族群,金髮女孩經濟 有利資本市場,未來一周大代誌,15檔業績讚人氣旺 吸金,百元俱樂部 投信強力鎖碼,上市櫃獲利下半年衝兆元",367.0
2017-07-31,28.0,"國泰投信 明推2檔高股息低波動ETF,夜盤上線2個多月 占日盤比已逾7％,電子期護航 台指期抗退遊走紅黑,月線保衛戰 台股停看聽,投資情報站,TPK上周看多第一,上銀動能強 押長天期,鴻海期 向上布局,期貨夜盤交易占比衝7％,台指期 多方轉弱,興櫃15悍將 強勢反彈,中小股反攻行情將展開,ＩＣ封測族群 短打優選,原物料族群 下半年利多,盤勢震盪 押業績成長股,十檔財報看旺 超搶手,股市淘金 緊盯半年報,10月除息 元大高股息ETF進場好時機,法人看法 恐會壓抑成長性,台股8月行情 要看四關鍵,三大靠山...指數創高可期,電動機車概念股 馬力十足,美7月就業可望維持穩健,士電堤維西 拓版圖,新漢中探針 展望佳,茂達正道 法人捧場,中華正新 動能強勁,上市櫃生技指數 今天上線",340.0
2017-08-01,14.0,"開高走高 台指期現軋空走勢,美琪瑪順德 押長天期,上銀同致認購帶勁,神盾義隆夯 六檔放閃,台指期 陷多空角力戰,選擇權 賣方警戒,高息股炒熱除權息行情,IC設計車電光學 聚焦,印度股買超金額 冠亞股,滙豐中國科技 吸睛,日盛高科技 周漲6.4％,搶賺萬點財 兩點不漏,三台股基金 淨值衝百元,台股月線連八紅 今迎50天上萬點",162.0
2017-08-02,14.0,"迎接十九大 陸股吸金,蘋果財報推升 台指期跳空漲,夜盤留意小非農數據、美ADP就業人數,GIS有基可乘 選逾90天,聯發科期 偏多操作,人氣股躍多頭指標,Q2獲利強棒 法人狂敲,永豐金證推ETF整合平台,國泰證拓點 數位化經營,低基期主流股 優選,台股多頭未變 電子股優於傳產,定期定額 台陸股人氣最旺,賺匯差財 日圓槓反ETF來了,外資匯出 台幣轉貶",176.0
2017-08-03,19.0,"夜盤 盯歐美數據 期權 可待回檔再偏多,Tesla驚喜 貿聯、和大催油,台指期 錯單擺烏龍 台股挨悶棍,台股拚月線連9紅 不是夢？,統一證券錯單 人為疏失？機械問題？,iPad大賣 蘋果財報優於預期,鴻海台積認購發燙,大立光和碩 四檔搶眼,穩懋有喜 鎖定長天期,選擇權 正向操作,台指期 法人轉趨樂觀,指數公司總經理 換人,三強勢族群 多頭指標,蘋概雲端網通看好,群益創新科技 鎖定蘋概車電,陸股ETF熱 強勢吸金,復華人生目標 波動度低,蘋概三巨頭市值 日增1,739億,台股爆攻擊量 挑戰前高",248.0
2017-08-04,28.0,"買盤壓驚 台指期 穩步蓄勢再攻頂,夜盤 首盯美7月非農就業人口變動,台股周線翻紅 造紙最猛,融資餘額連4增 創近20月新高,投資情報站,台指期驚魂1分鐘 期交所 清查2千帳戶,14帳戶遭平倉 損失600萬,大立光，小股民看得到吃不到,錯單？控管差？ 金管會調查,央行透明理監會 共識不升息,多家台企 想切割子公司登陸,貿聯華邦電 挑明年到期,指數型權證 六檔吸睛,選擇權 有利買方,中美晶東聯 抗震主力,低基期股 短線避風港,工具機電動車吸睛,元大高股息ETF 存股族、退休族優選,入摩效應 陸股吸金力冠亞股,安聯債券基金 規模飆,台股平衡商品 資金轉進,資本市場 彼長我消,誰觸動停損？都說不是我,券商談程式交易 暗箭難防,公開議事錄 央行貨幣政策不緊縮,複委託投資海外股市 創高,大型券商搶市 深化服務,程式交易惹禍 台指期閃崩",366.0
2017-08-05,19.0,"量價結構 仍挺多頭,台股萬點維安 近一周 50基金穩住正報酬,造紙猛 百貨生技弱,７月外匯存底4444億美元 歷史新高,期交所：年底推動態退單機制,廣明翔名 六檔有看頭,AI車聯網 打聚光燈,五旺季族群 資金轉進,非蘋拉貨潮來了 台廠迎旺季,統一超攻浙江 三個月開十店,大盤牛氣不退 蘋概扮主流,陸品牌攻城掠地 添利多,微軟NB見客 概念股沾光,物流大軍 力挺滬星巴克,集團股填息 鴻家軍超犀利,明年台股股息…要看三巨頭,305家貼息 賠了夫人又折兵,京城銀每股淨值突破30元,15檔本月帶財 法人搶買",251.0
2017-08-06,29.0,"心存懼高點 逢回找買點,台股本周多空,金融期先發 金融股接棒？,美股作球 台股決勝法說、財報,量若保溫 緩漲可續,大立光7月營收 重回40億,挑戰者 劉彥良 挑先進光正隆,挑戰者 余萬益押寶先進光TPK,衛冕者鄭廳宜 青睞裕融廣明,群益金鼎證券,國泰綜合證券,周冠軍 郭哲榮看好弘捷好德,永豐金證券,郭哲榮 一檔狂賺47％ 03,外匯商品 有四玩法,元大台灣50反1 酌量買進,港股槓桿ETF 笑傲績效榜,工具機業滿單 今年大豐收,i8啟動拉貨 供應鏈增溫,台股漲多調節 不宜追高,下一步…專攻AR自動系統,匯率不貶反升 老闆頭痛,友嘉擴大投資 四國齊發,新Apple Watch將可打電話了,國壽富邦壽資產價值 飆升,數百億股息來了 推高獲利,14檔半年報黑馬 向錢衝,雙財報贏家出列 三族群旺 後市犀利,虧轉盈股 爆發力強",363.0
2017-08-07,27.0,"台股科技基金 迎備貨旺季,電金期護航 台指期強闖10500關,2檔高息低波ETF 17日上市,台股突破前高 再創27年新高,投資情報站,第一金 上周看多第一,中國A50期 後市俏,選擇權 賣出賣權,興櫃八黑馬 竄出頭,台指期 今有望攻新高,三大題材股 法人看好,績優中小股 潛力足,網通利基型傳產 搶眼,汽車營建生技 好戲上場,大盤挑戰最長萬點紀錄,統一：電子旺季到 台股強者恆強,高淨值台股基金 人氣旺,他，從細節找到價值,7月營收 大盤攻高關鍵,分析師：績優電子可續抱,外資轉向 賣科技買傳產,大同 接單旺,台塑台汽電 營運俏,電荒受惠股 市場交投熱點,國喬力山 法人進駐,東元中興電 迎利多,美下半年有升息1碼空間",310.0
2017-08-08,20.0,"台股基金 31檔淨值創新高,金融期走強 電子期多空交戰,美股走揚 投資人盤後交易意願低,聯發科營收衰 連吞4黑,台股觸10619新高 引殺盤,10579點 台股改寫27年新高,可成GIS認購閃亮,儒鴻台積電 六檔帶勁,台指期 法人偏多看待,選擇權 買進買權,半導體車電 搶鏡,高息低波動ETF 抗跌,台新MSCI新興市場國家傘型ETF 8/10掛牌,印度韓股上周失血,買美元指數正向商品 搶反彈,拉高勝率 評估三要點,台商A股IPO潮 明年湧現,新光兆豐金 7月獲利爆發,內資歸隊 台股再寫27年新高,權證跟著燒 交易額上衝",262.0
2017-08-09,15.0,"台股區間大震 夜盤居高思危,高檔避險 台指期回防10450點,多空交戰 個股爆量,亞股驚 台股摔 下測月線,股市穩了 散戶回來了,日月光 優選長天期,鴻家軍給力 認購燒,雙優族群抗震 盤面主流,業績三增股 多頭先鋒,GIS認購超人氣,原物料股 題材熱炒,國泰證券線上開戶App 好禮3重送,內資集氣 台股出現換手量,後市怎麼走 盯四指標,台股ETF資產直逼3,000億",184.0
2017-08-10,35.0,"夜盤留意法人空單持續大幅增加,震盪 台指期 盤中高低差距逾百點,微星年增12.4％ 創歷年同期新高,統一逆勢抗跌,外資連5賣 盤中一度 逾10檔跌停,投資情報站,郭董73億元入袋,2個擔心 重挫信驊,川金嗆不停 台股先受驚,會計師：台股仍有優勢,稅收創新高 僅證交稅未達標,北韓風險升溫8198;亞股全倒,富邦拿下七月金控獲利王,儒鴻華新 可挑逾60天,五大強勢股 認購搶眼,玉山金夠利 押長天期,台指期 短線居高思危,台塑期 相對穩健,台股引日資 拚逾3％門檻,業績成長股 內資力挺,葉美麗將掌康和證 攻FinTech,績優十好漢 逆勢抗跌,PCB三強 小摩納入研究,蘋概金融保險 優選,野村ｅ科技 一周漲5％,聯邦金鑽平衡 績效佳,六檔台股基金 績效逾500％,陸股底子硬 五題材搶鏡,茅台集團多角化 籌設金控,我今年掛牌 恐創五年新低,警訊…大陸台概股隱然成形,台股嚇跌 公銀進場護盤,Q4風險掌控 勝負關鍵,金控7月獲利 富邦國泰爆發,臺銀證券辦論壇 助產業轉型升級",437.0
2017-08-11,30.0,"透過反向型ETF避險停利,夜盤 留意美國7月CPI環比等數據,台指期跌勢收腳 不宜追空或偏多,避險 台指期夜盤爆22.4萬口巨量,光學族 股王回神打光照亮,投資情報站,4年來首次 MSCI台股權重雙升,亞股續走低 台股跌幅收斂,年金改革喊「正義」，分離課稅勤「圖利」？,台股重挫140點 台幣半月新低,建準凌陽認購火熱,廣達為升 押價內外15％,台指期 外資大砍多單,上銀接單 滿到明年Q1,法人連買股 吹反攻號,民俗月走勢 盯兩變數,小摩：建準評等優於大盤,矽晶圓TESLA鏈 吸睛,美債ETF 雙優勢護身,台新MSCI傘型ETF掛牌,避險型ETF 短線強勢,外資賣超 台股資金無虞,原物料紡織股 迎旺季,彩晶臻鼎旺宏 外資大買,電子五族群績優 盤面亮點,十檔營收連三紅 領漲尖兵,i8效應 手機鏈營收熱起來,上市櫃77家創新高,台股守季線 盯三項指標,多線出擊 鴻海7月營收報喜",391.0
2017-08-12,24.0,"線型遭破壞 台股 整理恐拉長,近一周境外基金十強 陸股霸前7名,電子績優股 多頭號角吹響,3悍將 外資買逾6萬張,台股止跌 站穩季線,MSCI上調台股權重,正隆穩懋 四檔有看頭,富邦證定期定額ETF 人氣旺,營運正向股 抗震力強,MSCI效應 蘋概將表態,法人唱旺鴻海 股價還會漲,夏普將連四季賺錢,逆勢操作 加碼投資LCD,內資當沖樂 小股站浪頭,戴桑下一步 怎麼留有玄機,清抽屜策略 留給新品發揮,統一攻高階泡麵 搶陸主導權,推健康茶飲 大嘆全軍覆沒,美朝口水戰 安全資產搶手,MSCI雙升台股 四年來頭一遭,提升資訊透明度 台股基本功,全球標準指數 GIS入列,外資賣超91億 台幣續貶,14檔營運七喜 法人力捧",309.0
2017-08-13,27.0,"聖暉 陸需求挹注動能,台股季線保衛戰 量能先衝,居高思危 籌碼整理,鴻海認購、TPK-KY認售火熱,台股本周多空,避險氛圍濃 台指期保守看,衛冕者 鄭廳宜鍾情眾達博智,挑戰者 劉彥良 挑光燿科上銀,挑戰者 余萬益 押元大台灣50反1,國泰綜合證券,周冠軍 郭哲榮 青睞好德羅昇,永豐金證券,郭哲榮 一檔大賺22％ 03,美朝風雲急 避險型ETF氣盛,元大韓國 短線偏空,元大台灣50反1 可短打,台股無懼風浪 將回歸基本面,大田整併產能 谷底翻身,聖暉奪富士康鄭州廠大單,蘋果推ＡＲ眼鏡 台廠大利多,五年內將取代手機,半導體需求火熱 盟立帆宣營運旺,天啊！塗鴉動起來了,渣打銀分析下半年展望,未來一周大代誌,15檔調高獲利 反彈先鋒,十大轉盈股 翻倍漲",326.0
2017-08-14,27.0,"外資減碼 台指期落入整理,美朝吵架 台股嚇丟10300,Q2表現驚奇 長榮衝2年多新高,年輕人學投資 可不花錢,當經濟低成長 選股品質重於收益,地緣政治衝擊下 台股拚反彈,鴻海夯 上周看多第一,為升看旺 挑逾三個月,興櫃七好漢 逆勢強漲,台指期 空方壓力仍在,選擇權 有利買方,公建進補 毛利率看升,機器人觀光可留意,半導體電動車 動能強,七檔低價股 外資狂敲,蘋果概念 大盤主打星,元大推創新產品 15日起募集,退休理財工具 ETF可望挑大樑,台股震盪 外資改採區間交易,企業半年報、季報全揭露,亞光先進光 動能強,華新華晶科 法人挺,螞蟻雄兵概念股 交投熱點,兆豐第一金 穩增長,益航陽明 營運揚帆,美零售銷售可望回溫,美朝緊張 台股演練四劇本",324.0
2017-08-15,22.0,"多頭續熱 中小基金強,3火把照亮 大中華基金耀眼,投資情報站,美股反彈 亞股回神,台股成為亞股重災區,彩晶報喜 富邦71拉砲,中磊神盾 鎖定長天期,貿聯晶豪科認購強勢,選擇權 賣出買權,台指期 外資逆勢增多單,法說高峰期 替大盤打氣,外資買超績優股 抗震,半導體塑化 有看頭,國泰證選股App 大升級,台韓股連三周失血,跨國股債基金 規模增,五族群獲利猛 躍盤面焦點,雙率雙升十強 吸睛,Q2績優生 法人買不停,半年報四天王 出列,台股回測萬點疑慮浮現,股匯脫勾 終止連三貶",237.0
2017-08-16,24.0,"亂流過後 台股基金仍有基可彈,夜盤聚焦美貨幣政策會議、東北亞風險,台指期結算日 市場觀望,長榮陽明衝高 台驊盤中漲停,台股多空戰季線,投資情報站,台股慌忽暗又忽明,台灣經濟成長 渣打下調,金居犀利 群益6C叫好,聯亞強勢 四檔吸睛,台指期 避險情緒上升,TPK期 多方氣盛,選擇權 買進賣權,高股息金融股 節稅優選,Q2績優生 法人搶買,GIS凱基6B購06 認購第一大量,塑化鋼鐵 旺季加持,台股基金 今年夠力,月配息台股基金 21日開募,亞股下半年漲相佳,反向ETF可短打,證交所備戰 確保今日交易順暢,華南永昌市占 冠公股券商,台指期夜盤下挫 今結算有壓",280.0
2017-08-17,19.0,"基本面壓驚 亞股 今年來 績效逾2成,夜盤可待走勢回檔後再進場偏多,台指期 短線 逢低偏多 逢高出場,國泰投信2高息低波ETF掛牌 高人氣,原物料輪動 塑化 鋼鐵 造紙 運輸 四族同樂,大立光盤中填息 台股振奮,融資 連6增轉連6降 你看懂了嗎,大立光認購 前景俏,榮剛中鋼 長天期優選,台指期 資金看多遠月,線上開戶 程序簡化,紡織雲端環保 聚焦,雙優中小股 人氣指標,航運股強勢 可長抱,PCB上游 業績將轉佳,美債槓桿ETF 短線亮點,ETF零股投資升溫,大立光今除息 受矚目,國酒離市井小民越來越遠",253.0
2017-08-18,19.0,"小台指期貨夜盤交易占比23.15％ 歷史新高,美股重挫 台指期撐10,200點,國巨強漲 再創新高價,海空航運大軍 人氣旺到不行,航運光學撐盤,投資情報站,儒鴻台積認購放閃,正隆彩晶 四檔吸睛,指數型商品 選逾90天,元太期 短線偏多,法人回補股 反攻先鋒,原物料手機鏈 旺季加持,衛星概念股 演慶祝行情,台股科技基金績效亮眼,精選低估股 掌握行情,台股基金18強 規模飆,居高思危…反向ETF避險,大盤站回季線…別躁進,現金減資 股東可節稅",221.0
2017-08-19,21.0,"季線上偏空 季線下偏多搶短,近一周台股基金十強 一般股型乍亮,航運族強漲逾10％,年線有撐 化學股急彈,聚陽南亞科認購靚,榮成正隆 四檔強強滾,彩晶旺季加持 法人追捧,AI中小股 有看頭,逆勢衝高股 萬點靠山,不斷電大廠伊頓 接單增10％,樓宇自動化添戰力,市場整併效應 帶來正能量,長榮海唱旺Q3 運價還會漲,BDI一周升14％ 散裝業者利多,亞光股價衝破百元,玻璃鏡頭突圍 叫陣大立光,台達電公開收購 晶睿點頭,價值股發光 運輸塑化吸金,外資轉賣超 周線連二黑,台股萬點 金融業爆解質潮,13檔業績讚 法人搶",256.0
2017-08-20,29.0,"測底危機未除 不宜太樂觀,兩岸財經 本周行事曆,台股仍偏多 ‘買蘋概就對了’,抗波動 可押台指期權、指數權證,台股本周多空,站穩季線 後市多空關鍵,原相元富73購01 活跳跳,挑戰者 余萬益鍾情直得元山,永豐金證券,挑戰者 郭哲榮 布局熒茂悅城,國泰綜合證券,群益金鼎證券,衛冕者 鄭廳宜青睞華城東鹼,周冠軍劉彥良 看好建榮一詮,劉彥良 一檔大賺34％ 03,美債反彈 偏多操作,元大台灣50反1 短打為宜,陸股正向ETF 人氣紅不讓,陸企聯合台商 突破技術防線,砸150億 強攻輕量化,鈊象突圍 打通任督二脈,趕出貨 手機廠包下記憶體產能,Gogoro熱賣 正新業績三級跳,美韓本周軍演 留意國際變數,台幣本周走勢 看兩指標,未來一周大代誌,14檔營運火熱 三線齊揚,小資族瘋零股交易 高價股搶手,台股ETF夯 人氣加溫中",362.0
2017-08-21,27.0,"康控-KY,Ｍ頭解危 台指期多空黑紅間拔河,中小股當家 店頭更勝大盤,185檔除權息 台股拚反彈,鴻海上周看多第一,華邦電威剛認購發燒,和碩有看頭 押長天期,興櫃回神 13黑馬奔騰,台指期 法人保守看,選擇權 價差操作,三類績優股 布局首選,低價航運股將補漲,法人進駐強勢股 躍主流,旺季概念股 可布局,國際資金退潮…繫好安全帶,績優族群 短線首選,路博邁ＡＲ台灣股票基金開募,全球央行峰會 牽動行情,台股迎接636億股息活水,台 生技指數挫1.2％,台船中鋼 搶食商機,越峰大立光 獲利衝,美8月服務業PMI有望攀升,凌群合勤控 營運補,軍武概念股 多頭號角響,上銀致茂 買盤進駐,65天 台股明挑戰最長萬點",305.0
2017-08-22,23.0,"電子基金 今年來耀眼,高檔橫向整理 台指期交易量略縮,美股拉回測低 台指期夜盤相對強勢,65天 台股平史上 萬點日最長紀錄,券資比高個股 蓄勢軋空,這回本益比只16倍,台股今挑戰萬點65天紀錄,玉晶光金居認購火,華邦電華通 押長天期,選擇權 布局買方,董監持股不足 證交所盯,汽車零件塑化 有看頭,科技股迎返校季行情,定期定額買台股 國泰證App嘛ㄟ通,線型偏多族 法人攬牢牢,台股修正 ETF反向基金避險優選,長期投資 累積複利效果,亞股止血 東協活力旺,復華傳家 獲利穩健,日盛證券智能下單 移動鎖利功能升級,台股今拚最長萬點紀錄,復華三檔ETF掛牌…零成交,金融帳連七年淨流出",291.0
2017-08-23,24.0,"6大類基金今年來績效更勝大盤,美稅改利多 台指期跳空漲,美股狂飆 夜盤占比破2成 創新高,光學鏡頭 華晶科、揚明光、今國光 新3星點紅燈,光學二軍化身挺萬一哥,台股站回月線,上銀強勢 押寶長天期,中鋼靚 挑價內外10％,台指期 偏多氣氛瀰漫,台積期 觀察指標,選擇權 多方氣盛,健鼎營運佳 瑞銀喊買,陸車市打滑 供應鏈憂,工業紙鋼鐵看俏,玉晶光打進i8鏈 股價飆,兆豐台股藍籌30ETF 參與配息賺價差,元大美債ETF 今除息,新興基金 暑假紅不讓,百元股大增 衝上165檔,台股今起譜寫萬點新紀錄,中小型股 躍第二波上攻主力,自然人占比 突破六成,新股上市大減 才是癥結,子公司海外上市 變嚴",297.0
2017-08-24,22.0,"期權補漲抓勢 可用夜盤布局8月W5周選,作帳預熱 華新軍團齊攻,供應趨緊 造紙股盤面亮點,5大電子族群 漲贏上市櫃指數,投資情報站,台股 破萬點最長天數紀錄,亞光強勢 鎖定長天期,選擇權 多方轉弱,鴻海期 向上布局,佳凌出貨增溫 今年拚盈,五強勢族群 撐盤要角,蘋概電動車 受青睞,路博邁ＡＲ台灣股票基金 掌萬點契機,連續66天破萬點 台股科技型基金最靚,富邦理財機器人 全方位服務上線,復華數位經濟 周漲5％,定期定額新手運強 七成首次買就賺錢,配息型基金 多元搶市,美股波動 期貨夜盤好熱鬧,萬點創紀錄 二線高價股狂歡,7月貨幣總計數公布,四類放款 下半年看俏",282.0
2017-08-25,21.0,"GIS-KY,夜盤占比飆 今晚聚焦全球央行年會,台指期大盤衝高 摩台指結算前看多,LED族補漲行情,大立光再創天價 台股回穩,投資情報站,致伸美律 選長天期,台指期 軋空行情來了,選擇權 布局買權,產業鏈循環行情 啟動,特力雙利多 元大喊買,電子零組件 吸睛,15檔長青基金 人氣熱,台股月配息商品問世,富邦台50今年漲逾18％,台股基金九強 大賺30％,台積鴻海大立光 經理人愛,趕快重振台股吸引力…,大立光再創天價 站上6,000元,投資股王 小資族有撇步,M2、M1B黃金交叉台股資金動能足",248.0
